id	targets	type
EIF2S1		target
EIF3F		target
EIF4B		target
EIF4ENIF1		target
EP300		target
EPAS1		target
ESR1		target
Efs		target
Eif2s1		target
Epha2		target
Epha4		target
Ephb2		target
Eps15		target
FAM129A		target
FGA		target
FLNA		target
FOXM1		target
FXN		target
FYN		target
GAB2		target
GNAI2		target
GRIA4		target
GSK3B		target
GTSE1		target
GYS1		target
Grb7		target
HDAC7		target
HIF1A		target
HSPB1		target
Hcls1		target
IER3		target
IGF1R		target
IKBKB		target
IL2RA		target
IRF3		target
ITCH		target
Irs2		target
JUN		target
Jak2		target
Jun		target
KANK2		target
KCNH2		target
KRT18		target
KRT8		target
LCK		target
LCP2		target
LCT		target
LIMK1		target
LMNA		target
LMNB1		target
Ldb3		target
MAP2		target
MAP3K1		target
MAPK1		target
MAPK3		target
MAPT		target
MBP		target
MDC1		target
MDM2		target
MDM4		target
MET		target
MUC1		target
MYH10		target
MYH14		target
MYH9		target
MYL12A		target
Map2		target
Mapk11		target
Mapk3		target
Mknk1		target
Myh9		target
NBN		target
NCF1		target
NCOA3		target
NEDD9		target
NFATC4		target
NFKBIA		target
NPM1		target
NSF		target
Ncf1		target
OCLN		target
PBK		target
PDCD6IP		target
PDHA1		target
PDX1		target
PFKFB1		target
PHKB		target
PIAS1		target
PKIA		target
PKN2		target
PLXNB1		target
PPP1R12A		target
PPP1R14B		target
PPP2R5C		target
PRKACA		target
PRKCD		target
PRKD2		target
PTPN1		target
PTPN23		target
PTPN6		target
PTPRC		target
Pde3a		target
Plk4		target
Pstpip1		target
Ptpra		target
RAB11FIP1		target
RAB4A		target
RACGAP1		target
RAF1		target
RALBP1		target
RB1		target
RCAN1		target
RCHY1		target
RELA		target
RPS6		target
RPS6KB1		target
RPS6KB2		target
RUNX1		target
Rara		target
SGK3		target
SHC1		target
SNAP23		target
SNRK		target
SORBS2		target
SRC		target
STAM2		target
STAT1		target
STIP1		target
STRAP		target
SUB1		target
Stam		target
TNK2		target
TOPBP1		target
TP53		target
TUBB		target
VTN		target
WAS		target
WRN		target
XRCC1		target
XRCC4		target
XRCC5		target
YBX1		target
YBX3		target
YWHAZ		target
ZIC2		target
ZNHIT1		target
