source	target
AMPK_group_Mus musculus	Tp53
AMPK_group_Mus musculus	Hist1h2bn
AMPK_group_Mus musculus	Hist1h2bm
AMPK_group_Mus musculus	Irs1
AMPK_group_Mus musculus	Pfkfb2
AMPK_group_Mus musculus	Cry1
AMPK_group_Mus musculus	Ctnnb1
AMPK_group_Mus musculus	Crtc2
AMPK_group_Mus musculus	Tbc1d1
AMPK_group_Mus musculus	Hist1h2bb
AMPK_group_Mus musculus	Hist1h2bh
AMPK_group_Mus musculus	Hist2h2be
AMPK_group_Mus musculus	Hist2h2bb
AMPK_group_Mus musculus	Hdac4
AMPK_group_Mus musculus	Hist1h2bg
AMPK_group_Mus musculus	Hist1h2bk
AMPK_group_Mus musculus	Hist1h2bp
AMPK_group_Mus musculus	Rptor
AMPK_group_Mus musculus	Hist3h2ba
AMPK_group_Mus musculus	Mtor
AMPK_group_Mus musculus	Srebf1
AMPK_group_Mus musculus	Gys1
AMPK_group_Mus musculus	Hdac5
PKC_group_Mus musculus	Il1r1
PKC_group_Mus musculus	Hspb1
PKC_group_Mus musculus	Vim
PKC_group_Mus musculus	Marcks
PKC_group_Mus musculus	Marcksl1
PKC_group_Mus musculus	Irs1
PKC_group_Mus musculus	Lmna
PKC_group_Mus musculus	Tnni3
PKC_group_Mus musculus	Pitpnb
PKC_group_Mus musculus	Snap25
PKC_group_Mus musculus	Eif4e
PKC_group_Mus musculus	Grin2b
PKC_group_Mus musculus	Nr2c1
PKC_group_Mus musculus	Tmpo
PKC_group_Mus musculus	Ocln
PKC_group_Mus musculus	Pea15
PKC_group_Mus musculus	Prkd1
PKC_group_Mus musculus	Prkd2
PKC_group_Mus musculus	Slc12a5
PKC_group_Mus musculus	Trpv4
SRC_Mus musculus	Cdh2
SRC_Mus musculus	Csf2rb
SRC_Mus musculus	Prkcd
SRC_Mus musculus	Akt1
SRC_Mus musculus	Nectin2
SRC_Mus musculus	Ptk2
SRC_Mus musculus	Cav1
SRC_Mus musculus	Dab1
SRC_Mus musculus	Shc1
SRC_Mus musculus	Cttn
SRC_Mus musculus	Igf1r
SRC_Mus musculus	Bcar1
SRC_Mus musculus	Adam12
SRC_Mus musculus	Ddr2
SRC_Mus musculus	Efs
SRC_Mus musculus	Ptk2b
SRC_Mus musculus	Cav2
SRC_Mus musculus	Trip6
PKACa_Mus musculus	Prkaca
PKACa_Mus musculus	En2
PKACa_Mus musculus	Rara
PKACa_Mus musculus	Itpr1
PKACa_Mus musculus	Csf2rb
PKACa_Mus musculus	Rasgrf1
PKACa_Mus musculus	Tead1
PKACa_Mus musculus	Tnni3
PKACa_Mus musculus	Pln
PKACa_Mus musculus	Rela
PKACa_Mus musculus	Sptbn1
PKACa_Mus musculus	Ppp1r9b
PKACa_Mus musculus	Mef2c
PKACa_Mus musculus	Raf1
PKACa_Mus musculus	Stk11
PKACa_Mus musculus	Gsk3b
PKACa_Mus musculus	Kcnd2
PKCa_Mus musculus	Rho
PKCa_Mus musculus	Ptpra
PKCa_Mus musculus	Vim
PKCa_Mus musculus	Ahr
PKCa_Mus musculus	Crebbp
PKCa_Mus musculus	Lmna
PKCa_Mus musculus	Tnni3
PKCa_Mus musculus	Tnnt2
PKCa_Mus musculus	Pitpna
PKCa_Mus musculus	Pitpnb
PKCa_Mus musculus	Eif4e
PKCa_Mus musculus	Nfe2l2
PKCa_Mus musculus	Kcnj11
PKCa_Mus musculus	Raf1
PKCa_Mus musculus	Gng12
PKCa_Mus musculus	Stk11
MST1_Mus musculus	Hist1h2bn
MST1_Mus musculus	Hist1h2bm
MST1_Mus musculus	Hist1h2bb
MST1_Mus musculus	Hist1h2bh
MST1_Mus musculus	Hist2h2be
MST1_Mus musculus	Hist2h2bb
MST1_Mus musculus	Hist1h2bg
MST1_Mus musculus	Mob1b
MST1_Mus musculus	Hist3h2bb
MST1_Mus musculus	Hist1h2bk
MST1_Mus musculus	Hist1h2bp
MST1_Mus musculus	Hist3h2ba
MST1_Mus musculus	Stk4
ABL1_Mus musculus	Pdgfrb
ABL1_Mus musculus	Myod1
ABL1_Mus musculus	App
ABL1_Mus musculus	Cbl
ABL1_Mus musculus	Cdk5
ABL1_Mus musculus	Cav1
ABL1_Mus musculus	Dok1
ABL1_Mus musculus	Bcar1
ABL1_Mus musculus	Jak2
ABL1_Mus musculus	Sorbs1
ABL1_Mus musculus	Crk
ABL1_Mus musculus	Rin1
ABL1_Mus musculus	Apbb1
CDK5_Mus musculus	Tp53
CDK5_Mus musculus	Th
CDK5_Mus musculus	Ezr
CDK5_Mus musculus	Apex1
CDK5_Mus musculus	Map2k1
CDK5_Mus musculus	Ptk2
CDK5_Mus musculus	Dab1
CDK5_Mus musculus	Cacna1c
CDK5_Mus musculus	Cdk16
CDK5_Mus musculus	Ppp1r9b
CDK5_Mus musculus	Suds3
CDK5_Mus musculus	Ndel1
CK2a1_Mus musculus	Ptprc
CK2a1_Mus musculus	Cdh1
CK2a1_Mus musculus	Spi1
CK2a1_Mus musculus	Ppm1a
CK2a1_Mus musculus	Thra
CK2a1_Mus musculus	Bid
CK2a1_Mus musculus	Ascl1
CK2a1_Mus musculus	Stip1
CK2a1_Mus musculus	Bad
CK2a1_Mus musculus	Hsph1
CK2a1_Mus musculus	Mef2c
CK2a1_Mus musculus	Nfkbia
MAPK_group_Mus musculus	Krt8
MAPK_group_Mus musculus	Tal1
MAPK_group_Mus musculus	Zfp36
MAPK_group_Mus musculus	Marcks
MAPK_group_Mus musculus	Ets1
MAPK_group_Mus musculus	Pla2g4a
MAPK_group_Mus musculus	Nr2c2
MAPK_group_Mus musculus	Cry1
MAPK_group_Mus musculus	Papola
MAPK_group_Mus musculus	Mapk8ip3
MAPK_group_Mus musculus	Cry2
LYN_Mus musculus	Tec
LYN_Mus musculus	Lyn
LYN_Mus musculus	Prkcd
LYN_Mus musculus	Btk
LYN_Mus musculus	Syk
LYN_Mus musculus	Lilrb3
LYN_Mus musculus	Pag1
LYN_Mus musculus	Lpxn
LYN_Mus musculus	Trpv4
LYN_Mus musculus	Ptk2b
LYN_Mus musculus	Clnk
AKT1_Mus musculus	Cdkn1b
AKT1_Mus musculus	Creb1
AKT1_Mus musculus	Gsk3a
AKT1_Mus musculus	Tbc1d1
AKT1_Mus musculus	Pde3b
AKT1_Mus musculus	Tbc1d4
AKT1_Mus musculus	Acly
AKT1_Mus musculus	Palld
AKT1_Mus musculus	Ndrg2
AKT1_Mus musculus	Foxo1
AKT1_Mus musculus	Gsk3b
CDC2_Mus musculus	Polr2a
CDC2_Mus musculus	Myod1
CDC2_Mus musculus	Itpr1
CDC2_Mus musculus	Hmga1
CDC2_Mus musculus	Mcm3
CDC2_Mus musculus	Crem
CDC2_Mus musculus	Lmna
CDC2_Mus musculus	Mcm4
CDC2_Mus musculus	Stmn1
CDC2_Mus musculus	Nup210
CDC2_Mus musculus	Incenp
GSK3B_Mus musculus	Prkce
GSK3B_Mus musculus	Mdm2
GSK3B_Mus musculus	Ccnd1
GSK3B_Mus musculus	Cebpb
GSK3B_Mus musculus	Ctnnb1
GSK3B_Mus musculus	Sik1
GSK3B_Mus musculus	Naca
GSK3B_Mus musculus	Dpysl3
GSK3B_Mus musculus	Myocd
GSK3B_Mus musculus	Cry2
ERK1_Mus musculus	Ets2
ERK1_Mus musculus	Atf2
ERK1_Mus musculus	Cebpb
ERK1_Mus musculus	Canx
ERK1_Mus musculus	Elk1
ERK1_Mus musculus	Pla2g4a
ERK1_Mus musculus	Mapkapk2
ERK1_Mus musculus	Pgr
MAPKAPK2_Mus musculus	Krt18
MAPKAPK2_Mus musculus	Hspb1
MAPKAPK2_Mus musculus	Rps6ka3
MAPKAPK2_Mus musculus	Lsp1
MAPKAPK2_Mus musculus	Zfp36
MAPKAPK2_Mus musculus	Ddit3
MAPKAPK2_Mus musculus	Hnrnpa0
MAPKAPK2_Mus musculus	Krt20
FYN_Mus musculus	Kit
FYN_Mus musculus	Txk
FYN_Mus musculus	Cdk5
FYN_Mus musculus	Pld2
FYN_Mus musculus	Grin2b
FYN_Mus musculus	Pag1
FYN_Mus musculus	Skap2
FYN_Mus musculus	Dlg2
JNK1_Mus musculus	Bcl2
JNK1_Mus musculus	Rxra
JNK1_Mus musculus	Elk3
JNK1_Mus musculus	Jdp2
JNK1_Mus musculus	Nfe2
JNK1_Mus musculus	Bad
JNK1_Mus musculus	Itch
JNK1_Mus musculus	Sirt1
CDK2_Mus musculus	Mdm2
CDK2_Mus musculus	Ubtf
CDK2_Mus musculus	Cdkn1b
CDK2_Mus musculus	Mybl2
CDK2_Mus musculus	Mcm4
CDK2_Mus musculus	E2f5
CDK2_Mus musculus	Cables1
CDK2_Mus musculus	Mcm3ap
PKB_group_Mus musculus	Irs1
PKB_group_Mus musculus	Bax
PKB_group_Mus musculus	Grb10
PKB_group_Mus musculus	Bad
PKB_group_Mus musculus	Pde3b
PKB_group_Mus musculus	Map3k11
PKB_group_Mus musculus	Foxo1
PKB_group_Mus musculus	Foxo4
SYK_Mus musculus	Prkca
SYK_Mus musculus	Btk
SYK_Mus musculus	Syk
SYK_Mus musculus	Tuba1a
SYK_Mus musculus	Prkcb
SYK_Mus musculus	Sh3bp2
SYK_Mus musculus	Plcg1
ROCK2_Mus musculus	Vim
ROCK2_Mus musculus	Ezr
ROCK2_Mus musculus	Msn
ROCK2_Mus musculus	Rdx
ROCK2_Mus musculus	Irs1
ROCK2_Mus musculus	Irf4
ROCK2_Mus musculus	Myl9
LKB1_Mus musculus	Mark2
LKB1_Mus musculus	Prkaa1
LKB1_Mus musculus	Brsk1
LKB1_Mus musculus	Sik1
LKB1_Mus musculus	Brsk2
LKB1_Mus musculus	Prkaa2
LKB1_Mus musculus	Stk11
HIPK2_Mus musculus	Hmga1
HIPK2_Mus musculus	Pdx1
HIPK2_Mus musculus	Pax6
HIPK2_Mus musculus	Ctnnb1
HIPK2_Mus musculus	Runx1
HIPK2_Mus musculus	Pml
CaMK2a_Mus musculus	Myog
CaMK2a_Mus musculus	Gabrg2
CaMK2a_Mus musculus	Gabrb1
CaMK2a_Mus musculus	Pln
CaMK2a_Mus musculus	Cpeb1
CaMK2a_Mus musculus	Il6st
CaMK2_group_Mus musculus	Vim
CaMK2_group_Mus musculus	Creb1
CaMK2_group_Mus musculus	Pea15
CaMK2_group_Mus musculus	Wee2
CaMK2_group_Mus musculus	Sirt1
CaMK2_group_Mus musculus	Mecp2
p38a_Mus musculus	Atf2
p38a_Mus musculus	Stat4
p38a_Mus musculus	Mapkapk2
p38a_Mus musculus	Dlx5
p38a_Mus musculus	Siah2
p38a_Mus musculus	Mapkapk3
PDK1_Mus musculus	Prkaca
PDK1_Mus musculus	Mapt
PDK1_Mus musculus	Rps6ka3
PDK1_Mus musculus	Akt1
PDK1_Mus musculus	Tssk3
JAK2_Mus musculus	Ctla4
JAK2_Mus musculus	Stat1
JAK2_Mus musculus	Lepr
JAK2_Mus musculus	Arhgef1
JAK2_Mus musculus	Jak2
PAK1_Mus musculus	Stat5a
PAK1_Mus musculus	Dynll1
PAK1_Mus musculus	Bad
PAK1_Mus musculus	Mapk4
PAK1_Mus musculus	Ppp1r14a
RSK_group_Mus musculus	Cebpb
RSK_group_Mus musculus	Tnni3
RSK_group_Mus musculus	Creb1
RSK_group_Mus musculus	Bad
RSK_group_Mus musculus	Stk11
PKG1_Mus musculus	Gabrb1
PKG1_Mus musculus	Vasp
PKG1_Mus musculus	Lasp1
PKG1_Mus musculus	Smtnl1
PKG1_Mus musculus	Ppp1r17
SGK1_Mus musculus	Map3k3
SGK1_Mus musculus	Ndrg1
SGK1_Mus musculus	Nedd4l
SGK1_Mus musculus	Ndrg2
SGK1_Mus musculus	Foxo1
LCK_Mus musculus	Ctla4
LCK_Mus musculus	Vav1
LCK_Mus musculus	Prkcd
LCK_Mus musculus	Pecam1
LCK_Mus musculus	Ptk2b
CDK_group_Mus musculus	Rrm2
CDK_group_Mus musculus	Vim
CDK_group_Mus musculus	Lmna
CDK_group_Mus musculus	Stmn1
CDK_group_Mus musculus	Cables1
AKT2_Mus musculus	Creb1
AKT2_Mus musculus	Pde3b
AKT2_Mus musculus	Acly
AKT2_Mus musculus	Foxo1
AKT2_Mus musculus	Stxbp4
ATM_Mus musculus	Tp53
ATM_Mus musculus	H2afx
ATM_Mus musculus	Ttc5
ATM_Mus musculus	Stk11
EGFR_Mus musculus	Pcna
EGFR_Mus musculus	Eps15
EGFR_Mus musculus	Egfr
EGFR_Mus musculus	Gab1
AurB_Mus musculus	Vim
AurB_Mus musculus	Hist1h3i
AurB_Mus musculus	Hist2h3c2
AurB_Mus musculus	H3f3b
PKCt_Mus musculus	Bad
PKCt_Mus musculus	Card11
PKCt_Mus musculus	Ndrg2
PKCt_Mus musculus	Pdpk1
CK1_group_Mus musculus	Mapt
CK1_group_Mus musculus	Dnmt1
CK1_group_Mus musculus	Gja1
CK1_group_Mus musculus	Foxo1
PKD1_Mus musculus	Tnni3
PKD1_Mus musculus	Prkd1
PKD1_Mus musculus	Hdac7
PKD1_Mus musculus	Hdac5
CK2_group_Mus musculus	Eef1d
CK2_group_Mus musculus	Stip1
CK2_group_Mus musculus	Abcf1
CK2_group_Mus musculus	Mef2c
AurA_Mus musculus	Cpeb1
AurA_Mus musculus	Hist2h3c2
AurA_Mus musculus	H3f3b
GSK3B_group_Mus musculus	Cdh1
GSK3B_group_Mus musculus	Mdm2
GSK3B_group_Mus musculus	Cebpa
PKCb_Mus musculus	Prkca
PKCb_Mus musculus	Card11
PKCb_Mus musculus	Mapk9
Haspin_Mus musculus	Hist1h3i
Haspin_Mus musculus	Hist2h3c2
Haspin_Mus musculus	H3f3b
MSK1_Mus musculus	Hmgn1
MSK1_Mus musculus	Hist1h3i
MSK1_Mus musculus	Hist2h2aa2
PAK3_Mus musculus	Cttn
PAK3_Mus musculus	Myo6
PAK3_Mus musculus	Mapk4
MAP2K4_Mus musculus	Mapk10
MAP2K4_Mus musculus	Mapk8
MAP2K4_Mus musculus	Mapk9
FER_Mus musculus	Stat3
FER_Mus musculus	Pecam1
FER_Mus musculus	Cttn
MAP2K7_Mus musculus	Mapk10
MAP2K7_Mus musculus	Mapk8
MAP2K7_Mus musculus	Mapk9
DYRK1B_Mus musculus	Ccnd1
DYRK1B_Mus musculus	Cdkn1b
DYRK1B_Mus musculus	Hdac9
PAK2_Mus musculus	Myc
PAK2_Mus musculus	Bad
PAK2_Mus musculus	Mapk4
MAPKAPK5_Mus musculus	Tp53
MAPKAPK5_Mus musculus	Hspb1
MAPKAPK5_Mus musculus	Rheb
RSK2_Mus musculus	Creb1
RSK2_Mus musculus	Atf4
RSK2_Mus musculus	Gsk3b
CaMK4_Mus musculus	Hck
CaMK4_Mus musculus	Crebbp
CaMK4_Mus musculus	Creb1
DAPK1_Mus musculus	Grin2b
DAPK1_Mus musculus	Myl12b
DAPK1_Mus musculus	Dapk1
INSR_Mus musculus	Fabp4
INSR_Mus musculus	Cav1
INSR_Mus musculus	Irs2
BRSK1_Mus musculus	Mapt
BRSK1_Mus musculus	Tubg1
BRSK1_Mus musculus	Tubg2
TRKB_Mus musculus	Ntrk2
TRKB_Mus musculus	Tiam1
TRKB_Mus musculus	Frs3
p38b_Mus musculus	Prkce
p38b_Mus musculus	Atf2
p38b_Mus musculus	Atf7
SIK_Mus musculus	Crtc2
SIK_Mus musculus	Hdac4
SIK_Mus musculus	Srebf1
PIM2_Mus musculus	Myc
PIM2_Mus musculus	Bad
RSK1_Mus musculus	Bad
RSK1_Mus musculus	Rptor
ACK_Mus musculus	Akt1
ACK_Mus musculus	Wasl
ROCK_group_Mus musculus	Marcks
ROCK_group_Mus musculus	Des
MSK2_Mus musculus	Hist1h3i
MSK2_Mus musculus	Creb1
PDGFRb_Mus musculus	Pdgfrb
PDGFRb_Mus musculus	Pik3r1
PKCz_Mus musculus	Rela
PKCz_Mus musculus	Cabp4
MAP3K1_Mus musculus	Map2k1
MAP3K1_Mus musculus	Map3k1
ABL2_Mus musculus	Pdgfrb
ABL2_Mus musculus	Arhgap35
MAPKAPK3_Mus musculus	Hspb1
MAPKAPK3_Mus musculus	Krt20
PLK1_Mus musculus	Hsf1
PLK1_Mus musculus	Tex14
PYK2_Mus musculus	Ptk2b
PYK2_Mus musculus	Asap1
MET_Mus musculus	Met
MET_Mus musculus	Gab1
JNK2_Mus musculus	Ets2
JNK2_Mus musculus	Rxra
MNK1_Mus musculus	Pla2g4a
MNK1_Mus musculus	Eif4e
MAP2K1_Mus musculus	Mapk1
MAP2K1_Mus musculus	Mapk3
SIK2_Mus musculus	Irs1
SIK2_Mus musculus	Crtc2
SRC-type Tyr-kinases_Mus musculus	Cd79a
SRC-type Tyr-kinases_Mus musculus	Cd79b
TGFBR1_Mus musculus	Eng
TGFBR1_Mus musculus	Smad3
CaMK1_group_Mus musculus	Creb1
CaMK1_group_Mus musculus	Hdac5
Wnk1_Mus musculus	Syt2
Wnk1_Mus musculus	Nedd4l
IKKe_Mus musculus	Ikbke
IKKe_Mus musculus	Nfkbia
CDK7_Mus musculus	Rara
CDK7_Mus musculus	Cdk4
CDK4_Mus musculus	Rb1
CDK4_Mus musculus	Cebpa
DYRK3_Mus musculus	Dyrk3
DYRK3_Mus musculus	Sirt1
ERK5_Mus musculus	Mef2d
ERK5_Mus musculus	Nfatc4
EphA4_Mus musculus	Cdk5
EphA4_Mus musculus	Epha4
ATR_Mus musculus	H2afx
ATR_Mus musculus	Rad17
Wee1_Mus musculus	Cdk1
Wee1_Mus musculus	Cdk2
IGF1R_Mus musculus	Igf1r
IGF1R_Mus musculus	Crk
FES_Mus musculus	Pecam1
FES_Mus musculus	Bcr
STLK3_Mus musculus	Slc12a2
STLK3_Mus musculus	Stk39
IKKb_Mus musculus	Rela
IKKb_Mus musculus	Nfkbia
SGK3_Mus musculus	Flii
SGK3_Mus musculus	Gsk3b
FAK_Mus musculus	Bcar1
FAK_Mus musculus	Wasl
FRAP_Mus musculus	Akt1
FRAP_Mus musculus	Rptor
PKG2_Mus musculus	Prkg2
PKD_group_Mus musculus	Hdac5
Wnk4_Mus musculus	Nedd4l
YES_Mus musculus	Yes1
isoform HMG-Y_Mus musculus	Hmga1
p70S6K_Mus musculus	Bad
PKCe_Mus musculus	Tnni3
p38d_Mus musculus	Prkd1
host_Mus musculus	Nedd4
PKCd_Mus musculus	Prkcd
PKN1_Mus musculus	Marcks
inisoform HMG-I_Mus musculus	Hmga1
caMLCK_Mus musculus	Myl9
RSK5_Mus musculus	Rela
Wee1B_Mus musculus	Cdk1
Tyr-kinases_Mus musculus	Cd79a
PLK3_Mus musculus	Atf2
PLK4_Mus musculus	Hand1
Tropomyosin kinase_Mus musculus	Tpm1
TTBK1_Mus musculus	Mapt
PRPK_Mus musculus	Tp53
TSSK3_Mus musculus	Tssk3
TIE2_Mus musculus	Tek
RET_Mus musculus	Ptk2
ROCK1_Mus musculus	Marcks
TIE1_Mus musculus	Tie1
TAOK1_Mus musculus	Mark2
SRC_group_Mus musculus	Gab2
p38g_Mus musculus	Atf2
TYK2_Mus musculus	Stat1
MAP3K7_Mus musculus	Map3k7
PIM3_Mus musculus	Bad
FGFR3_Mus musculus	Rps6ka3
FAK2_Mus musculus	Asap1
FAK1_Mus musculus	Wasl
EphB2_Mus musculus	Ephb2
DYRK2_Mus musculus	Dpysl3
DYRK1A_Mus musculus	Sirt1
DNAPK_Mus musculus	H2afx
DDR1_Mus musculus	Cdk4
DCLK1_Mus musculus	Dclk1
Chak1_Mus musculus	Trpm7
CaMK2d_Mus musculus	Pln
CTK_Mus musculus	Lyn
CSK_Mus musculus	Lyn
CRIK_Mus musculus	Myl9
CK1d_Mus musculus	Mdm2
CK1a_Mus musculus	Bid
CDK6_Mus musculus	Cebpa
CDK3_Mus musculus	Cables1
CDC42BP_Mus musculus	Ppp1r12c
CAMKK2_Mus musculus	Prkaa1
BRSK2_Mus musculus	Mapt
BRK_Mus musculus	Arhgap35
BAZ1B_Mus musculus	H2afx
BARK1_Mus musculus	Pde6g
AurC_Mus musculus	Hist1h3i
ABL_Mus musculus	Cdv3
FGFR1_Mus musculus	Frs2
FGR_Mus musculus	Pld2
PIK3CG_Mus musculus	Tpm2
FMS_Mus musculus	Csf1r
PDHK4_Mus musculus	Pdha1
PDGFR_group_Mus musculus	Ptpn11
PCTAIRE1_Mus musculus	Nsf
PASK_Mus musculus	Pdx1
PAK7_Mus musculus	Bad
PAK5_Mus musculus	Bad
PAK4_Mus musculus	Bad
NuaK1_Mus musculus	Tp53
NLK_Mus musculus	Mef2a
NEK6_Mus musculus	Rps6kb1
MNK2_Mus musculus	Eif4e
MARK3_Mus musculus	Ksr1
MARK2_Mus musculus	Crtc2
MARK1_Mus musculus	Mapt
MAP2K2_Mus musculus	Mapk1
LOK_Mus musculus	Msn
KIS_Mus musculus	Cdkn1b
KDR_Mus musculus	Kdr
JNK_group_Mus musculus	Shc1
JAK1_Mus musculus	Stat1
ILK1_Mus musculus	Naca
IKKa_Mus musculus	Rela
HIPK4_Mus musculus	Tp53
HCK_Mus musculus	Hck
GRK3_Mus musculus	Oprk1
p70S6K_group_Mus musculus	Lmna
